Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class,Index
406.0,0.8602176041230681,0.3698926781421662,0.843493735748276,0.5228804688405317,0.6500885699944179,0.3632456940488598,0.7393825977949028,0.6950843061686559,0.5009393529542299,0.6663753525982845,0.40078102629242074,0.7214012113045389,0.3842159409880886,0.623432411548382,0.701356754678749,0.7521410396164205,0.7000380872655643,0.7135133659581678,0.4600164305057612,0.45226824662138854,0.4662925935896029,0.5131872326086097,0.7600603864683576,0.7162120295136167,0.6739995465444122,0.37484113362127514,0.7294245810930832,0.32086297290978333,0.0,1.0,1.0
472.0,0.8379411937923382,0.2097688888190362,0.9206627649617618,0.4224066786949344,0.7067740471714368,0.38963155780501657,0.790987460920844,0.6711790518225713,0.6183360602863325,0.7254403041753598,0.15498653515247482,0.830945774942502,0.5771487360438674,0.7319206106594123,0.9324673413705067,0.8568068267321793,0.8075471253546713,0.8446094100743398,0.4450212345537631,0.5512433191300097,0.46918183906693406,0.5404657133287066,0.8345399694401949,0.5289405220498717,0.7068577626280811,0.2961425869218007,0.679606230535937,0.35414620161188765,529.0,1.0,2.0
4462.0,0.8604880038552447,0.3638521260071741,0.8792454988936274,0.4248519753739664,0.6410694473820993,0.4617766970538299,0.7952547972596238,0.665751616100373,0.6198721148522571,0.7044610459931054,0.3213244024671069,0.5541104639536496,0.4779966960953491,0.7411906989361,0.5451870366112441,0.6860449756805225,0.6388581004497833,0.5179508461511257,0.26345654865904233,0.4243642072171132,0.45006476362025005,0.4611644157891099,0.785866332396053,0.5919153428865136,0.6459797892914301,0.19940952937964881,0.7079450876901782,0.3190499224924062,239.93,1.0,3.0
6986.0,0.7966840592100971,0.3512886623766882,0.8153811192232776,0.4453988562719903,0.6318376133812583,0.34282174989980735,0.7221000542188968,0.6682146008117917,0.6194251705842417,0.6043878391524753,0.5158969972279321,0.35516990327084036,0.502487856759313,0.5197638087534239,0.6443936173884495,0.3921229512029603,0.39384077671973605,0.32863096349050064,0.44782577187559397,0.43731154836431746,0.4674194175557775,0.5254787891035834,0.761233668765959,0.6022328435224785,0.7030321850328597,0.17144151518345516,0.6239284959705806,0.5054318423024536,59.0,1.0,4.0
7519.0,0.9682456532838084,0.40335556944310746,0.7664267294054375,0.566078725774064,0.7749774630234036,0.36826428389173194,0.8160038213641277,0.6641593217670284,0.5708019155620908,0.6762965451338708,0.32597520611356545,0.6432581636348331,0.6966771894742978,0.5486591682826859,0.5967757146764693,0.9677000274267205,1.0,0.9437264250809112,0.10774680080662202,0.44636361052881834,0.44836673887613576,0.4743947476459163,0.752310007876973,0.12058894336141829,0.8757168798077036,0.4695510492134405,0.7031386721946807,0.37478619949277,1.0,1.0,5.0
7526.0,0.9309066648122518,0.43839635098146934,0.7110562423814003,0.6802883970899767,0.6889581719597094,0.2227161435397328,0.7557069804353568,0.6748219797326725,0.4997272505758499,0.5620443576817764,0.5681297637226956,0.4035412357332512,0.42806842571456916,0.3560180576697239,0.55384202327909,0.6999550423258503,0.7533573148952238,0.7235422896003663,0.19609312047445282,0.47037889597625604,0.4632382574333221,0.47996746985460137,0.7570541085790335,0.6578779325886972,0.875658190807504,0.45522501116827513,0.7754389280808487,0.4429701208976171,1.0,1.0,6.0
7535.0,0.931465585772908,0.4382279648396167,0.7019073297696286,0.6610563764193544,0.7058662490487917,0.2839593446891419,0.7546729311355133,0.6772566525433474,0.4835905898239494,0.5663947017901506,0.6422247890299219,0.44496409474608584,0.5811270886239541,0.3542362027724001,0.44753076123875934,0.723291759586907,0.7340077222778943,0.7732291350750491,0.26425163688734005,0.4753573901084275,0.46335814520513496,0.48178233775598417,0.7517921953081811,0.38677785562878086,0.8919385518475855,0.46319045473355064,0.7755570712067628,0.4398331574267832,1.0,1.0,7.0
7543.0,0.9406895754977375,0.42507863194121004,0.7243479487754608,0.6451681284300578,0.7160375453321738,0.2907658728568772,0.7704666276428133,0.674469288298613,0.5270469723887493,0.5942218514472297,0.493121057142926,0.44836593867867786,0.3535308738983807,0.41926031833428906,0.6085704103353714,0.7677210234496552,0.8299059776744403,0.7730161610257499,0.14716812515131472,0.45942608614097225,0.45908035346967924,0.4773937959552357,0.7565668915113101,0.4000106307513363,0.86549614420167,0.4667429137199487,0.7555361135209218,0.422688687811051,1.0,1.0,8.0
7551.0,0.9402894627797569,0.42809309062016065,0.7289459820578146,0.6433564443209818,0.712623962821701,0.2739021086132484,0.7716619005721667,0.6731999690238458,0.5052333639263967,0.5995660998326361,0.6207776571250079,0.5102338394565611,0.5331301816511543,0.4161216226341793,0.44958683292732704,0.789107055598948,0.8133369855641235,0.8272254594458758,0.21030749677475505,0.4653650393274918,0.46012456820886133,0.48555101102299536,0.7552626732982438,0.5514978816966795,0.8737408993850939,0.4511413860329565,0.7544078385087175,0.4223269323962763,1.0,1.0,9.0
7610.0,0.9527536172882777,0.3808271678435595,0.7371019216472454,0.5234551929497505,0.6136969989618759,0.3409502602134297,0.7135851316545375,0.6897129514954419,0.608229703761957,0.6097837363079501,0.5629869722149973,0.5272304294197596,0.729457579765391,0.5431905100406059,0.7165007166975557,0.6097633459640092,0.637338035663493,0.6659353167543793,0.6657534751462891,0.4711939734080771,0.4677413158813305,0.5215697862802305,0.803192761198885,0.507316772301415,0.4103844289731395,0.41722650662021776,0.7617442933910529,0.3659708150603796,1.0,1.0,10.0
7672.0,0.9520549733133942,0.3847614998743023,0.7398320633803024,0.5474957522775485,0.6004323182416201,0.27272036709774045,0.7152164685905662,0.6872168439816737,0.6232568603885926,0.598046301797944,0.5009374006560972,0.48065938065531677,0.5713925263234051,0.52008804777455,0.8314997614271025,0.5974747403004601,0.671072283582488,0.6358288067488953,0.5876494545954684,0.4670903745948143,0.4669715339384474,0.5146509121191793,0.808073434023574,0.7628918061698061,0.3941527048480335,0.40932898900066206,0.7623196162436657,0.37153530324561157,1.0,1.0,11.0
7740.0,0.9618378839988797,0.37144378083404295,0.7531237697743629,0.5123754836176302,0.6275116916140845,0.34077009641488565,0.7299761157980227,0.6868641525476141,0.6505765822014923,0.6302237955633974,0.4259286940763275,0.5254840836007431,0.49685497450721666,0.5833303084391135,0.8862281484833836,0.6652407214242648,0.7476209463617042,0.6853026781742786,0.5387244592723293,0.45613756475953043,0.4628136299748045,0.5120772382198137,0.8075862169558505,0.5050245043324455,0.3839906582421994,0.42084689155233557,0.7424168016837387,0.3512538701590455,1.0,1.0,12.0
7891.0,0.8823541108649945,0.41093488651337984,0.7712077620089379,0.426430459524502,0.6234970350856244,0.33020950333975085,0.7217848046955097,0.6971145521044101,0.5743575149816317,0.5606187883878595,0.5536096250603556,0.5187534306260135,0.6810231289054899,0.5265736409433648,0.576427666578454,0.6674987610733935,0.6371879578403459,0.6731641211762529,0.45272069854960917,0.46174007177308374,0.46597881194221824,0.4835148241354372,0.7757812066466899,0.4887573867197931,0.6850498675111012,0.4099399223812357,0.7297040695286275,0.3721880837132383,1.0,1.0,13.0
8090.0,0.8763312962262936,0.4153603362630368,0.7802072827111819,0.4422000110307589,0.6062873535941551,0.26804200761283703,0.7232831813155204,0.6954372258599762,0.5945672890174314,0.5616780852642809,0.4799358433736457,0.47718238993702866,0.526972208244286,0.5273053802096044,0.6835457596886165,0.6428324842850156,0.6566419796190643,0.6234554395530852,0.38343298367607764,0.4641516268295109,0.4650285960077018,0.48173750321934167,0.7807386261176379,0.7593703367610896,0.6739474538068347,0.40597576817840186,0.7555820232542555,0.3928095603017931,1.0,1.0,14.0
