Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
93.0,0.1434638663563208,-0.6337437217213989,0.8173219196114453,0.2308595112035821,-0.5014072488100452,2.9394391046324815,1.0144001342690276,-0.11948455361533114,0.8317032452255922,0.7975886304474916,-1.0886030237360471,0.5507874538476637,-0.32594347092181614,0.3790023088671457,-1.302666772160298,0.6926655440135047,0.47798719477629587,1.0281646947974559,1.4245322460525927,-0.05914386836441951,-0.256598417083886,0.5247431751362959,-0.3203467086634085,-2.241450448140994,0.6891304009737804,1.265406911932645,0.5011976187516953,-0.9793827230232895,2.4721719458854845,0.0
406.0,0.021100574731867282,0.030005350326274213,0.30189124722594035,0.5414780132239715,0.25167788648459904,-0.3950566868565676,0.037619086118993506,0.22821257993524907,-0.638707936511421,0.020806088942179772,0.47806112998449285,0.05886167416821578,-0.5389470873115889,-0.17081851693389397,0.45594239070287074,0.27124692534861794,0.0860114544580457,0.4457912732574256,0.0588639257543008,-0.056642997747452656,0.05960750250274258,-0.05126760045027574,-0.3707652201788583,0.6168307454505481,0.027406372859063027,0.32748242755170026,0.16286139070523473,-0.4017955540061679,-0.3337518860319864,1.0
472.0,-0.11202106309290709,-1.3645418928154471,0.733348272633272,0.010510640270834336,0.6835711735725464,-0.2088731923461179,0.5154352216273514,-0.07108800858062672,0.42907494870891016,0.447965546932913,-0.8023928175731925,0.5820963973164689,0.686569241585938,0.3857976292022014,2.108329249816853,0.7909443837714296,0.6594231748053556,1.163743883447886,-0.046005858705093196,1.7615607498925443,0.1112139522532205,0.34910520435242975,1.191167414201161,-0.4877012078292319,0.3737134451601905,-0.3724017846882077,-0.33700440819263683,-0.014136409826947152,1.2492165865808622,1.0
629.0,0.3204615255490535,-0.1360026053814661,0.7693249751308001,-0.5387534923972774,0.31984835790466715,-0.08083513194042145,0.5334106983616175,0.008049154186633736,0.21964414132057222,0.4780752448463367,-0.8620523286296402,0.7500457562406769,0.34369325222191854,0.8540373443594471,0.829234886558048,0.6663752075086433,0.507127176058942,0.38668041745973286,-0.3697025555536872,-0.33203284897972285,-0.16283131584195343,-0.4204829299432557,0.01452632188467309,0.6368405665088639,-0.13269461230813517,-1.5087840866893873,-0.13631586307348822,-0.07316071041053841,-0.3217823701710197,0.0
2993.0,0.7018526320895235,-0.6262669372666958,0.2881068095133061,-1.2338972823246175,0.7910106975748699,1.8194050388565592,0.33623527371118567,0.08628334040940125,0.03624037870393884,0.6958191969796469,-0.5101966683300464,0.5129050558180556,0.13051224269735934,0.5781601909862207,1.01137199740409,1.0891216188066746,0.6487448919706319,0.013132525858317996,0.5243935455581913,0.07063016200472096,-0.25986006951608814,-1.245519494312035,0.14397991514280303,1.6120763313524038,0.47892283489958504,-1.4210997571269102,-0.08916922128945369,-0.010575672682932507,-0.2357514749203214,0.0
3767.0,0.6882700832818326,-0.7112679713745671,0.40848642409099845,-1.1962113009661794,0.7004941910093768,2.029403810926253,0.2713186149877791,0.08715851939742053,0.6974410367092145,0.6929321840164231,-0.2980671673379339,-0.0006051850430775074,1.840215022540914,1.0523579556385187,0.3259662517397883,1.0411236093134904,0.6338590547836791,0.09802360994472009,0.32699892304249895,0.07791618704784076,-0.21908520463562262,-0.7970334412692296,0.07406761568721851,1.6981709165915095,0.47384286387993557,-1.1643004993000279,-0.11513513255976617,-0.048691075115909685,-0.1331727239918366,0.0
3827.0,0.5795741860093034,-0.8729211404676925,0.6740103257154972,-1.1411758215369363,-0.04002104943703013,-0.2671053701254801,0.3952709457547402,-0.10398961550068685,2.1583823740804085,0.16676305794386959,-0.35337028405037324,0.32242605930295887,1.0583557632589706,1.066872590785553,1.0810640401927072,0.3404436949061797,0.707261757886396,0.686350601342668,0.25913586050024956,0.14139532684718284,-0.1119513149449607,0.006344334545601939,-0.18132164310066867,1.2626008020775017,0.5155126043236083,-1.9331150193280195,-0.06537570487735432,0.07163135832878575,0.4604853389224603,0.0
4462.0,0.02271645694450056,-0.02260291832959605,0.5017816635882733,0.023433142267376764,0.18296013538374503,0.3001961434702191,0.5549470434751094,-0.1390410486223068,0.4430461478467112,0.29624293792534623,0.0641358741137174,-0.7401951203313719,0.056751776052001,0.43335930736805006,-0.6606347147434363,-0.05694012971310372,-0.24029898524457857,-0.625214511070198,-1.315789163716174,-0.5692491291016721,-0.23024695896249878,-0.8148189615939121,0.17041865192679964,-0.11627416690787766,-0.26790607125415405,-1.2326710350719468,-0.05265887461243254,-0.4229126631497812,0.3842095990984498,1.0
5383.0,0.6441623581072685,-0.5384634620738157,0.7960694940398305,-0.4150394993728742,0.12642587280394166,0.30557678140243455,0.3289436823539153,-0.036065567611008875,1.3629529161740688,0.5295303205189348,0.10719085175385205,0.437438061431342,1.8084532243228957,1.0009255322728783,-1.2500513955650165,0.6753992065979406,0.6226584468086893,0.621538573296938,-0.2710014919730537,-0.2603676061829202,-0.1863835462296125,-0.10821259227353977,0.0641019361138638,0.9840831785928034,0.1913499387792018,0.70437917561685,-0.11222644103077087,-0.062221883582860696,-0.2739342305168052,0.0
5963.0,0.3255756226573625,-0.5502565148155664,0.9422768011784457,-1.4454741418402481,0.0982058897691216,0.1331590391902044,0.35360617073984046,-0.03471006299456789,0.10807707100417925,0.7781993683138179,-0.018052363502811714,-0.059418705057162326,1.2580270606085444,0.9829182939463557,-1.0639111848474379,0.6546677576275138,0.6725190129517279,0.9689009467153653,-0.953932261255114,-0.3971957560235473,-0.1843485426724373,0.08891358000869604,-0.2122908421982556,0.46933165603043064,0.4648230872115301,-0.5415044796733626,0.17638485203385498,0.14967270304761524,-0.30053647951780377,0.0
